Assessment Name,Remote_Testing,adaptive,URL
MongoDB (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,1,0,https://www.shl.com//solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-motivation-report-pack/
Microsoft Windows Server 2012 Administration,1,1,https://www.shl.com//solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/
Microsoft Word 365 - Essentials (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-essentials-new/
Microsoft Word 365 (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-new/
Mineral Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mineral-engineering-new/
Mining Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mining-engineering-new/
Mobility (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mobility-new/
Molecular Biology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/molecular-biology-new/
MongoDB (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,1,0,https://www.shl.com//solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-motivation-report-pack/
Microsoft Windows Server 2012 Administration,1,1,https://www.shl.com//solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/
Microsoft Word 365 - Essentials (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-essentials-new/
Microsoft Word 365 (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-new/
Mineral Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mineral-engineering-new/
Mining Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mining-engineering-new/
Mobility (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mobility-new/
Molecular Biology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/molecular-biology-new/
MongoDB (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,1,0,https://www.shl.com//solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-motivation-report-pack/
Microsoft Windows Server 2012 Administration,1,1,https://www.shl.com//solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/
Microsoft Word 365 - Essentials (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-essentials-new/
Microsoft Word 365 (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-new/
Mineral Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mineral-engineering-new/
Mining Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mining-engineering-new/
Mobility (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mobility-new/
Molecular Biology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/molecular-biology-new/
MongoDB (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,1,0,https://www.shl.com//solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-motivation-report-pack/
Microsoft Windows Server 2012 Administration,1,1,https://www.shl.com//solutions/products/product-catalog/view/microsoft-windows-server-2012-administration/
Microsoft Word 365 - Essentials (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-essentials-new/
Microsoft Word 365 (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/microsoft-word-365-new/
Mineral Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mineral-engineering-new/
Mining Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mining-engineering-new/
Mobility (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mobility-new/
Molecular Biology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/molecular-biology-new/
MongoDB (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/mongodb-new/
Motivation Questionnaire MQM5,1,0,https://www.shl.com//solutions/products/product-catalog/view/motivation-questionnaire-mqm5/
MQ Candidate Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-candidate-motivation-report/
MQ Employee Motivation Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-employee-motivation-report/
MQ Motivation Report Pack,1,0,https://www.shl.com//solutions/products/product-catalog/view/mq-motivation-report-pack/
Pharmaceutical Chemistry (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmacology-new/
PHP (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/php-new/
PJM Development Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Pharmaceutical Chemistry (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmacology-new/
PHP (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/php-new/
PJM Development Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Pharmaceutical Chemistry (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmacology-new/
PHP (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/php-new/
PJM Development Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Pharmaceutical Chemistry (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmacology-new/
PHP (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/php-new/
PJM Development Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Pharmaceutical Chemistry (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmacology-new/
PHP (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/php-new/
PJM Development Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Pharmaceutical Chemistry (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-chemistry-new/
Pharmaceutical Science (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutical-science-new/
Pharmaceutics (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmaceutics-new/
Pharmacology (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/pharmacology-new/
PHP (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/php-new/
PJM Development Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-development-report/
PJM Selection Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/pjm-selection-report/
Polymer Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/polymer-engineering-new/
Power Electronics and Drives (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-electronics-and-drives-new/
Power System Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/power-system-engineering-new/
Prism (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/prism-new/
Production and Industrial Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/production-and-industrial-engineering-new/
Struts (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/struts-new/
SVAR - Spoken English (AUS),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-aus/
SVAR - Spoken English (Indian Accent)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/
SVAR - Spoken English (U.K.),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-u-k/
SVAR - Spoken English (US)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-us-new/
SVAR - Spoken French (Canadian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-canadian-new/
SVAR - Spoken French (European) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-european-new/
SVAR - Spoken Spanish (Castilian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/
SVAR - Spoken Spanish (North American) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/
Swing (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/swing-new/
Tableau (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/tableau-new/
Telecommunications Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/telecommunications-engineering-new/
Struts (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/struts-new/
SVAR - Spoken English (AUS),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-aus/
SVAR - Spoken English (Indian Accent)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/
SVAR - Spoken English (U.K.),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-u-k/
SVAR - Spoken English (US)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-us-new/
SVAR - Spoken French (Canadian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-canadian-new/
SVAR - Spoken French (European) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-european-new/
SVAR - Spoken Spanish (Castilian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/
SVAR - Spoken Spanish (North American) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/
Swing (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/swing-new/
Tableau (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/tableau-new/
Telecommunications Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/telecommunications-engineering-new/
Struts (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/struts-new/
SVAR - Spoken English (AUS),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-aus/
SVAR - Spoken English (Indian Accent)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/
SVAR - Spoken English (U.K.),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-u-k/
SVAR - Spoken English (US)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-us-new/
SVAR - Spoken French (Canadian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-canadian-new/
SVAR - Spoken French (European) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-european-new/
SVAR - Spoken Spanish (Castilian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/
SVAR - Spoken Spanish (North American) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/
Swing (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/swing-new/
Tableau (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/tableau-new/
Telecommunications Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/telecommunications-engineering-new/
Struts (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/struts-new/
SVAR - Spoken English (AUS),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-aus/
SVAR - Spoken English (Indian Accent)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-indian-accent-new/
SVAR - Spoken English (U.K.),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-u-k/
SVAR - Spoken English (US)  (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-english-us-new/
SVAR - Spoken French (Canadian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-canadian-new/
SVAR - Spoken French (European) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-french-european-new/
SVAR - Spoken Spanish (Castilian) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-castilian-new/
SVAR - Spoken Spanish (North American) (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/svar-spoken-spanish-north-american-new/
Swing (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/swing-new/
Tableau (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/tableau-new/
Telecommunications Engineering (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/telecommunications-engineering-new/
Written English v1,1,1,https://www.shl.com//solutions/products/product-catalog/view/written-english-v1/
Written Spanish,1,1,https://www.shl.com//solutions/products/product-catalog/view/written-spanish/
Zabbix (New),1,0,https://www.shl.com//solutions/products/product-catalog/view/zabbix-new/
360 Digital Report,1,0,https://www.shl.com//solutions/products/product-catalog/view/360-digital-report/
360 Multi-Rater Feedback System (MFS),1,0,https://www.shl.com//solutions/products/product-catalog/view/360-multi-rater-feedback-system-mfs/
